node,GEOID20,district
1206,45073030402,4
1207,45079000200,0
1208,45079011305,0
1209,45013000901,1
1210,45015020202,0
1211,45015020503,0
1212,45015020404,2
1213,45015020710,1
1214,45015020807,2
1215,45015020720,2
1216,45015020718,2
1217,45015020716,1
1218,45015020714,1
1219,45015020812,2
1220,45015020810,2
1221,45015020719,2
1222,45015020505,0
1223,45027960400,0
1224,45027960300,0
1225,45027960100,0
1226,45027960500,0
1227,45027960801,0
1228,45027960600,0
1229,45027960201,0
1230,45079000400,0
1231,45079000500,0
1232,45079011604,0
1233,45079011902,0
1234,45079001100,0
1235,45079010804,0
1236,45079011701,3
1237,45081960201,3
1238,45081960202,3
1239,45021970201,6
1240,45021970602,6
1241,45021970601,6
1242,45021970501,6
1243,45021970502,6
1244,45021970503,6
1245,45079000600,3
1246,45079000700,0
1247,45079010412,0
1248,45079011603,0
1249,45079011606,0
1250,45079011901,0
1251,45015020102,0
1252,45089970801,0
1253,45015020401,2
1254,45015021000,2
1255,45041000600,5
1256,45015020707,2
1257,45083021303,6
1258,45083021500,6
1259,45083022004,6
1260,45083023101,6
1261,45083023500,6
1262,45069960600,5
1263,45053950100,1
1264,45063020605,3
1265,45063020201,3
1266,45069960100,5
1267,45069960301,5
1268,45069960400,5
1269,45069960500,5
1270,45069960302,5
1271,45063020100,3
1272,45063020703,3
1273,45063021402,3
1274,45063020300,3
1275,45083021600,6
1276,45019002300,1
1277,45019002606,1
1278,45019002701,1
1279,45019003104,1
1280,45019003107,1
1281,45063020505,3
1282,45083020301,6
1283,45019003108,1
1284,45019000900,2
1285,45019001100,1
1286,45063020506,3
1287,45041000202,5
1288,45063020508,3
1289,45091061403,6
1290,45091061706,6
1291,45091061103,5
1292,45091061008,5
1293,45091061705,6
1294,45091061802,6
1295,45091061104,5
1296,45091061404,5
1297,45019003800,1
1298,45007012001,4
1299,45007011002,4
1300,45007011402,4
1301,45083021902,6
1302,45033970100,5
1303,45033970500,2
1304,45033970200,5
1305,45029970100,0
1306,45029970800,1
1307,45029970200,0
1308,45039960100,5
1309,45039960200,5
1310,45037970300,3
1311,45037970400,3
1312,45087030402,6
1313,45087030401,6
1314,45041000102,5
1315,45041001902,2
1316,45041001901,5
1317,45041002203,0
1318,45041002204,0
1319,45041000502,5
1320,45041000501,5
1321,45041001505,5
1322,45003022100,3
